Date,Activity,Ticker,Quantity,Price,Amount
2023-10-24,Buy,MSFT,20,233.76,4675.2
2021-11-24,Dividend,AAPL,61,442.01,40.29
2021-03-29,Sell,AAPL,100,117.64,11764.0
2021-09-13,Dividend,TSLA,61,256.77,43.64
2024-07-22,Sell,MSFT,67,64.95,4351.65
2023-09-30,Buy,AMZN,79,435.57,34410.03
2025-10-20,Sell,TSLA,13,430.67,5598.71
2025-08-25,Buy,MSFT,70,426.27,29838.9
2022-02-05,Dividend,AMZN,1,297.1,41.79
2021-12-02,Dividend,TSLA,90,315.83,35.71
2024-01-26,Dividend,GOOG,18,483.6,28.64
2025-04-03,Dividend,TSLA,66,225.45,19.99
2023-02-24,Sell,AAPL,99,286.27,28340.73
2025-05-13,Buy,TSLA,35,306.62,10731.7
2023-11-29,Buy,GOOG,19,490.96,9328.24
2023-04-14,Buy,MSFT,81,244.81,19829.61
2022-09-18,Dividend,TSLA,76,253.53,25.17
2022-04-14,Buy,GOOG,30,213.48,6404.4
2025-11-25,Sell,MSFT,21,480.83,10097.43
2022-09-22,Dividend,TSLA,70,95.88,14.84
2024-07-15,Dividend,MSFT,70,496.79,1.12
2025-03-04,Sell,AAPL,71,272.86,19373.06
2025-10-29,Dividend,TSLA,100,237.08,43.91
2025-06-05,Sell,AAPL,33,56.89,1877.37
2023-02-12,Dividend,TSLA,4,429.26,7.68
2023-12-28,Dividend,GOOG,15,449.44,11.84
2021-11-13,Sell,GOOG,78,125.17,9763.26
2024-12-20,Buy,TSLA,47,289.3,13597.1
2021-06-23,Buy,AAPL,90,470.18,42316.2
2022-03-22,Dividend,AAPL,80,417.19,36.42
2024-07-22,Buy,MSFT,29,227.86,6607.94
2021-11-20,Sell,MSFT,29,171.78,4981.62
2021-07-24,Sell,GOOG,72,440.56,31720.32
2025-09-25,Sell,AAPL,8,413.95,3311.6
2022-06-01,Buy,AAPL,95,320.57,30454.15
2021-10-05,Sell,TSLA,9,245.0,2205.0
2025-04-12,Buy,AMZN,12,183.85,2206.2
2021-03-29,Sell,MSFT,62,482.43,29910.66
2025-10-05,Buy,MSFT,90,186.73,16805.7
2025-07-17,Dividend,GOOG,2,72.35,43.34
2021-10-12,Buy,AAPL,69,133.01,9177.69
2021-07-23,Sell,MSFT,9,342.33,3080.97
2025-07-18,Sell,AAPL,87,337.52,29364.24
2023-03-27,Buy,MSFT,70,354.14,24789.8
2025-01-03,Sell,MSFT,41,205.54,8427.14
2025-06-20,Buy,MSFT,62,182.92,11341.04
2024-02-13,Dividend,TSLA,30,290.34,36.08
2025-11-11,Dividend,GOOG,34,55.15,16.81
2022-05-02,Dividend,AAPL,2,445.07,20.67
2022-02-07,Dividend,AMZN,18,286.99,49.63
2023-04-18,Dividend,TSLA,83,238.3,14.14
2025-06-02,Buy,AAPL,14,463.35,6486.9
2021-04-29,Buy,MSFT,2,242.13,484.26
2024-06-27,Sell,AMZN,98,370.62,36320.76
2023-06-28,Dividend,GOOG,60,127.55,7.86
2023-06-20,Dividend,AMZN,84,357.04,21.49
2022-01-07,Buy,MSFT,69,204.05,14079.45
2025-02-19,Dividend,GOOG,18,395.46,43.87
2025-10-28,Dividend,AMZN,11,77.69,42.36
2024-11-04,Dividend,TSLA,30,116.68,16.04
2025-04-13,Buy,AAPL,97,52.93,5134.21
2024-10-05,Sell,AMZN,83,345.46,28673.18
2024-05-29,Buy,AAPL,50,245.44,12272.0
2025-01-02,Buy,AAPL,30,478.3,14349.0
2022-02-08,Dividend,AMZN,5,118.04,36.27
2024-05-19,Sell,AMZN,37,320.83,11870.71
2025-02-11,Sell,AMZN,6,322.31,1933.86
2021-03-20,Buy,AAPL,67,155.24,10401.08
2024-03-18,Buy,GOOG,24,282.24,6773.76
2022-07-12,Buy,MSFT,30,411.06,12331.8
2024-07-11,Sell,AMZN,58,109.43,6346.94
2025-09-28,Dividend,GOOG,82,234.7,7.12
2024-05-10,Buy,TSLA,51,371.65,18954.15
2024-01-02,Dividend,GOOG,73,238.6,22.3
2021-12-04,Sell,AAPL,90,105.2,9468.0
2023-01-17,Sell,TSLA,28,325.25,9107.0
2022-01-09,Buy,MSFT,23,176.61,4062.03
2023-07-27,Dividend,AMZN,25,427.11,32.72
2021-06-20,Dividend,TSLA,53,137.22,10.26
2023-11-03,Dividend,AMZN,81,348.54,38.54
2022-06-06,Buy,AAPL,53,253.7,13446.1
2022-03-08,Sell,TSLA,64,226.08,14469.12
2020-12-24,Dividend,AAPL,16,362.87,28.19
2023-04-14,Sell,AAPL,54,357.66,19313.64
2025-10-13,Sell,AMZN,62,336.13,20840.06
2025-08-20,Sell,AAPL,20,434.87,8697.4
2025-04-24,Sell,AAPL,95,158.63,15069.85
2021-10-05,Dividend,AMZN,25,124.51,35.61
2024-07-27,Dividend,AMZN,93,138.9,22.43
2022-05-17,Buy,AMZN,63,474.34,29883.42
2023-11-14,Sell,TSLA,62,137.07,8498.34
2020-12-31,Sell,AAPL,75,169.29,12696.75
2023-06-28,Buy,AMZN,46,380.28,17492.88
2022-11-01,Buy,MSFT,11,97.01,1067.11
2023-10-15,Buy,MSFT,94,227.87,21419.78
2025-11-24,Dividend,GOOG,46,109.48,3.86
2021-08-21,Dividend,AAPL,90,421.73,28.12
2022-12-29,Buy,MSFT,79,233.72,18463.88
2021-07-07,Sell,MSFT,66,75.77,5000.82
2021-02-21,Dividend,TSLA,86,103.47,32.63
2022-09-09,Sell,AMZN,49,453.83,22237.67
2024-06-06,Buy,MSFT,74,233.05,17245.7
2023-07-15,Buy,TSLA,20,141.43,2828.6
2021-03-21,Buy,TSLA,51,167.26,8530.26
2025-11-09,Buy,AMZN,30,363.33,10899.9
2024-05-26,Dividend,MSFT,73,303.93,15.26
2024-11-28,Buy,MSFT,54,314.32,16973.28
2021-05-17,Sell,AMZN,93,340.21,31639.53
2024-07-23,Dividend,MSFT,87,455.81,13.8
2025-11-26,Dividend,AAPL,31,369.28,35.89
2024-11-29,Sell,MSFT,37,50.27,1859.99
2021-04-29,Buy,TSLA,93,439.3,40854.9
2025-06-03,Sell,MSFT,3,283.62,850.86
2021-05-09,Sell,AMZN,61,297.02,18118.22
2021-09-18,Buy,MSFT,18,225.18,4053.24
2021-06-07,Dividend,MSFT,33,190.0,2.21
2025-05-07,Buy,TSLA,79,319.38,25231.02
2024-12-29,Buy,AAPL,39,289.35,11284.65
2022-08-26,Dividend,AMZN,97,130.35,16.8
2025-02-01,Dividend,MSFT,30,131.71,31.22
2023-09-29,Buy,AAPL,38,276.1,10491.8
2022-03-18,Buy,AMZN,29,180.8,5243.2
2022-11-05,Buy,MSFT,89,316.02,28125.78
2024-08-11,Sell,GOOG,57,248.65,14173.05
2024-01-23,Sell,GOOG,13,250.91,3261.83
2025-05-16,Sell,TSLA,38,210.6,8002.8
2022-10-17,Sell,AAPL,8,460.32,3682.56
2024-12-17,Buy,TSLA,64,60.32,3860.48
2024-09-30,Buy,GOOG,27,435.11,11747.97
2024-07-30,Buy,AAPL,37,190.48,7047.76
2020-12-10,Sell,TSLA,43,416.03,17889.29
2023-06-18,Sell,AMZN,6,109.55,657.3
2024-08-31,Buy,AMZN,17,217.49,3697.33
2024-01-13,Buy,AAPL,41,50.23,2059.43
2021-12-19,Buy,GOOG,15,131.86,1977.9
2021-11-08,Dividend,AAPL,46,375.62,49.99
2021-01-19,Dividend,GOOG,57,444.45,10.95
2021-01-08,Dividend,AMZN,35,232.26,2.81
2023-01-21,Sell,AAPL,8,211.63,1693.04
2022-01-20,Sell,AMZN,94,401.34,37725.96
2025-01-05,Buy,MSFT,37,165.37,6118.69
2024-10-10,Sell,GOOG,19,299.27,5686.13
2022-01-31,Dividend,TSLA,99,115.33,43.36
2021-07-11,Sell,GOOG,75,150.66,11299.5
2024-11-25,Buy,AAPL,100,99.18,9918.0
2025-08-04,Buy,TSLA,28,162.12,4539.36
2022-09-27,Dividend,AAPL,7,439.46,18.53
2024-01-24,Dividend,AMZN,92,302.09,4.14
2021-08-20,Buy,MSFT,99,212.84,21071.16
2025-11-24,Sell,TSLA,79,301.16,23791.64
2024-01-11,Buy,MSFT,19,256.26,4868.94
2023-11-07,Dividend,GOOG,58,179.57,49.74
2024-01-03,Sell,AMZN,55,259.83,14290.65
2023-08-11,Buy,GOOG,50,268.67,13433.5
2023-06-29,Dividend,AAPL,46,364.84,44.58
2025-07-20,Sell,AMZN,36,178.59,6429.24
2021-08-28,Dividend,GOOG,57,195.99,34.77
2025-09-22,Dividend,TSLA,7,150.99,18.05
2022-02-08,Dividend,AAPL,74,426.06,7.81
2021-12-21,Buy,TSLA,53,451.3,23918.9
2021-04-23,Sell,AAPL,42,182.38,7659.96
2024-07-13,Buy,GOOG,6,413.33,2479.98
2022-01-10,Sell,AAPL,81,324.76,26305.56
2025-04-20,Dividend,TSLA,41,476.2,25.97
2024-02-12,Dividend,AAPL,55,160.82,25.09
2025-05-08,Dividend,AAPL,51,444.34,36.06
2023-06-29,Dividend,TSLA,6,431.27,34.26
2023-02-04,Buy,AMZN,18,330.3,5945.4
2022-04-18,Dividend,AMZN,48,311.6,29.99
2024-10-18,Buy,GOOG,81,163.39,13234.59
2023-01-26,Buy,AMZN,53,452.67,23991.51
2022-06-20,Dividend,AMZN,14,395.34,38.39
2021-03-20,Dividend,AAPL,69,460.65,8.74
2021-09-12,Sell,AMZN,50,106.89,5344.5
2025-08-27,Dividend,TSLA,90,74.66,5.59
2024-12-01,Buy,GOOG,71,414.83,29452.93
2024-04-16,Buy,AAPL,3,344.05,1032.15
2023-06-27,Sell,AMZN,46,478.96,22032.16
2022-09-09,Dividend,AAPL,81,343.67,5.75
2023-08-12,Sell,AMZN,75,230.89,17316.75
2021-12-22,Sell,TSLA,48,307.75,14772.0
2021-08-02,Dividend,AMZN,18,412.27,29.5
2023-10-09,Buy,AMZN,57,59.63,3398.91
2025-01-03,Sell,AMZN,81,496.84,40244.04
2023-12-19,Buy,AMZN,9,82.54,742.86
2022-11-04,Dividend,TSLA,43,129.09,3.43
2021-02-19,Dividend,AMZN,56,77.58,3.04
2023-07-01,Buy,MSFT,81,258.0,20898.0
2022-09-05,Buy,TSLA,25,153.17,3829.25
2022-03-15,Sell,TSLA,44,159.07,6999.08
2022-09-11,Sell,TSLA,7,297.69,2083.83
2023-05-23,Dividend,AAPL,97,157.43,36.56
2020-12-23,Buy,MSFT,63,356.08,22433.04
2023-10-15,Sell,AMZN,83,147.87,12273.21
2025-09-20,Dividend,AAPL,62,454.06,31.24
2023-05-27,Buy,MSFT,2,349.87,699.74
2023-10-25,Dividend,GOOG,54,116.79,35.37
2024-12-29,Dividend,MSFT,6,76.58,4.04
2023-09-27,Dividend,TSLA,17,276.01,22.95
2021-08-12,Buy,AMZN,32,122.01,3904.32
2025-10-17,Dividend,AAPL,82,179.39,6.09
2025-09-29,Dividend,TSLA,15,164.27,26.74
2022-01-21,Buy,MSFT,98,254.22,24913.56
2024-05-30,Buy,AAPL,43,101.39,4359.77
2025-11-09,Sell,MSFT,43,147.21,6330.03
2021-07-23,Sell,AAPL,96,106.65,10238.4
2023-05-13,Sell,AAPL,22,172.07,3785.54
2022-03-09,Sell,TSLA,17,149.1,2534.7
2024-06-22,Sell,AMZN,81,398.75,32298.75
2023-09-18,Sell,AAPL,94,406.34,38195.96
2024-06-27,Dividend,GOOG,66,421.86,38.64
2023-01-02,Dividend,MSFT,95,465.42,12.29
2024-05-23,Buy,GOOG,47,173.82,8169.54
2022-10-14,Sell,GOOG,7,303.7,2125.9
2024-03-15,Sell,AMZN,97,418.89,40632.33
2022-10-05,Buy,AAPL,33,191.04,6304.32
2025-03-19,Sell,MSFT,64,151.58,9701.12
2025-04-29,Sell,GOOG,27,299.04,8074.08
2022-10-28,Buy,GOOG,72,118.24,8513.28
2021-06-23,Sell,AAPL,61,249.22,15202.42
2022-06-09,Sell,AMZN,51,170.99,8720.49
2021-10-31,Sell,AMZN,46,378.36,17404.56
2022-08-10,Sell,TSLA,10,430.24,4302.4
2025-09-07,Dividend,MSFT,3,187.86,8.32
2024-02-04,Dividend,TSLA,48,146.65,8.54
2023-11-19,Sell,MSFT,84,114.03,9578.52
2024-03-25,Dividend,MSFT,68,425.88,5.36
2022-03-17,Dividend,AAPL,80,243.24,28.28
2025-04-23,Dividend,TSLA,49,56.86,42.03
2023-05-17,Buy,AMZN,77,130.61,10056.97
2022-08-13,Buy,TSLA,10,278.79,2787.9
2021-04-08,Dividend,GOOG,89,459.03,41.02
2022-03-23,Buy,TSLA,5,81.93,409.65
2021-06-10,Buy,MSFT,73,289.62,21142.26
2021-07-03,Buy,AMZN,62,280.35,17381.7
2025-09-09,Buy,GOOG,52,486.45,25295.4
2022-08-08,Sell,TSLA,44,264.21,11625.24
2022-11-01,Buy,GOOG,90,260.47,23442.3
2025-09-15,Buy,AMZN,5,163.23,816.15
2024-02-29,Dividend,GOOG,4,131.15,32.67
2023-03-03,Dividend,AMZN,81,157.18,18.56
2023-08-25,Buy,AMZN,42,258.69,10864.98
2025-05-16,Buy,GOOG,78,77.61,6053.58
2022-06-13,Sell,AAPL,98,302.59,29653.82
2021-04-11,Buy,AMZN,42,255.79,10743.18
2023-01-30,Buy,TSLA,53,175.67,9310.51
2024-02-28,Sell,TSLA,43,374.39,16098.77
2025-11-19,Buy,TSLA,29,176.43,5116.47
2025-10-21,Buy,AMZN,5,279.57,1397.85
2022-12-22,Sell,TSLA,40,246.0,9840.0
2023-02-16,Dividend,AAPL,66,242.84,11.94
2025-04-05,Dividend,MSFT,55,497.72,27.39
2021-06-24,Sell,TSLA,47,340.75,16015.25
2022-04-08,Dividend,TSLA,55,239.77,5.12
2022-05-17,Sell,AAPL,30,390.27,11708.1
2023-03-29,Buy,AAPL,92,126.08,11599.36
2024-01-20,Dividend,TSLA,80,496.7,19.45
2025-10-11,Dividend,MSFT,49,473.2,36.54
2024-06-09,Dividend,TSLA,77,128.36,14.96
2022-06-25,Dividend,TSLA,85,100.35,39.51
2022-11-05,Buy,AAPL,56,320.59,17953.04
2024-06-15,Sell,TSLA,5,240.88,1204.4
2021-09-25,Buy,GOOG,30,72.11,2163.3
2023-01-22,Buy,GOOG,17,402.1,6835.7
2025-02-08,Dividend,AAPL,1,405.69,2.6
2024-04-12,Buy,GOOG,83,273.19,22674.77
2022-03-03,Sell,AMZN,79,382.87,30246.73
2025-04-17,Buy,MSFT,64,97.57,6244.48
2024-11-05,Sell,TSLA,94,96.25,9047.5
2023-06-12,Dividend,MSFT,82,140.2,31.66
2023-06-20,Sell,MSFT,60,399.55,23973.0
2023-11-12,Dividend,AAPL,80,368.8,47.34
2023-01-25,Sell,TSLA,51,449.92,22945.92
2025-07-22,Sell,GOOG,27,51.19,1382.13
2021-01-20,Sell,AMZN,15,116.55,1748.25
2022-10-25,Sell,AAPL,58,67.21,3898.18
2021-04-03,Sell,AMZN,62,376.65,23352.3
2025-06-10,Buy,AMZN,3,100.57,301.71
2025-05-26,Buy,TSLA,44,204.67,9005.48
2025-08-01,Sell,GOOG,4,55.29,221.16
2024-11-14,Dividend,MSFT,89,115.6,2.82
2025-08-23,Sell,MSFT,85,475.9,40451.5
2021-06-24,Dividend,MSFT,65,135.08,33.24
2022-12-27,Sell,AMZN,77,246.87,19008.99
2025-08-10,Dividend,GOOG,81,166.9,17.51
2024-10-12,Sell,GOOG,46,260.93,12002.78
2024-07-30,Buy,GOOG,71,238.16,16909.36
2024-12-26,Buy,TSLA,56,243.85,13655.6
2025-10-08,Dividend,GOOG,82,83.59,12.82
2024-10-01,Dividend,GOOG,28,305.82,25.32
2023-10-18,Dividend,AMZN,59,230.62,40.21
2021-05-20,Sell,MSFT,89,468.88,41730.32
2021-10-18,Buy,MSFT,54,224.76,12137.04
2025-03-01,Sell,TSLA,31,341.54,10587.74
2023-09-15,Sell,MSFT,32,107.07,3426.24
2023-07-09,Buy,AMZN,19,479.97,9119.43
2021-05-16,Buy,GOOG,53,102.23,5418.19
2021-11-06,Dividend,TSLA,8,471.79,35.54
2022-05-22,Sell,MSFT,16,69.06,1104.96
2022-06-25,Dividend,AAPL,92,329.41,47.21
2024-08-12,Sell,TSLA,59,262.56,15491.04
2023-03-22,Sell,TSLA,28,416.02,11648.56
2021-09-29,Buy,AAPL,97,285.16,27660.52
2021-12-01,Sell,GOOG,16,302.61,4841.76
2024-10-21,Buy,AAPL,79,128.93,10185.47
2020-12-10,Sell,TSLA,19,351.06,6670.14
2023-06-24,Buy,MSFT,75,104.38,7828.5
2025-05-14,Sell,AMZN,9,102.19,919.71
2024-08-24,Dividend,MSFT,9,322.85,24.83
2021-04-09,Dividend,AAPL,52,323.05,22.91
2021-12-26,Sell,AAPL,81,352.79,28575.99
2024-12-17,Buy,AAPL,31,374.85,11620.35
2021-05-22,Buy,AAPL,34,146.82,4991.88
2024-05-03,Sell,GOOG,39,411.61,16052.79
2025-04-23,Sell,MSFT,37,100.18,3706.66
2023-11-10,Dividend,AMZN,5,133.37,9.92
2023-08-29,Dividend,GOOG,15,304.22,2.74
2025-03-27,Dividend,AAPL,82,423.2,24.6
2025-06-02,Buy,TSLA,79,255.2,20160.8
2021-02-18,Sell,AAPL,10,277.64,2776.4
2021-09-05,Sell,MSFT,83,52.79,4381.57
2024-07-20,Dividend,MSFT,90,320.18,12.36
2022-06-18,Buy,AMZN,41,382.5,15682.5
2022-08-13,Sell,AAPL,70,116.2,8134.0
2022-12-22,Dividend,AAPL,70,425.04,37.53
2023-12-28,Dividend,AAPL,74,225.01,38.85
2023-01-30,Buy,TSLA,98,407.17,39902.66
2025-03-31,Buy,MSFT,51,372.9,19017.9
2022-06-29,Dividend,AAPL,22,62.83,17.45
2025-01-10,Buy,GOOG,17,311.21,5290.57
2024-03-24,Dividend,GOOG,9,199.43,17.79
2024-07-28,Dividend,AAPL,76,98.31,3.06
2022-12-22,Sell,AMZN,86,358.36,30818.96
2023-08-07,Dividend,TSLA,77,218.05,2.82
2023-08-29,Sell,TSLA,99,247.06,24458.94
2023-07-19,Buy,AMZN,89,279.34,24861.26
2025-11-27,Buy,GOOG,43,251.27,10804.61
2022-07-06,Sell,GOOG,10,304.24,3042.4
2022-04-18,Dividend,TSLA,21,483.99,48.99
2024-10-19,Buy,GOOG,45,225.38,10142.1
2025-04-11,Dividend,MSFT,47,250.83,25.96
2022-07-03,Buy,GOOG,18,287.42,5173.56
2024-10-26,Dividend,AAPL,75,145.47,3.03
2025-10-08,Buy,AMZN,45,215.65,9704.25
2024-12-05,Sell,AAPL,88,163.91,14424.08
2022-04-11,Sell,AMZN,18,110.97,1997.46
2021-02-16,Sell,MSFT,67,413.56,27708.52
2023-01-31,Dividend,TSLA,100,84.21,29.22
2022-12-19,Buy,AAPL,65,429.82,27938.3
2025-10-31,Dividend,AAPL,47,127.09,31.1
2023-11-13,Buy,MSFT,74,88.93,6580.82
2022-12-30,Sell,MSFT,9,322.65,2903.85
2022-08-04,Buy,GOOG,40,147.77,5910.8
2021-11-18,Dividend,AAPL,54,188.77,21.66
2021-09-13,Sell,GOOG,50,397.27,19863.5
2021-06-15,Buy,TSLA,45,96.12,4325.4
2024-08-26,Sell,AAPL,13,114.48,1488.24
2022-02-16,Buy,AAPL,28,95.52,2674.56
2023-01-13,Sell,GOOG,54,490.67,26496.18
2021-06-24,Sell,AAPL,76,308.04,23411.04
2021-07-11,Buy,GOOG,43,453.99,19521.57
2022-09-23,Sell,AAPL,74,227.74,16852.76
2024-11-26,Buy,TSLA,43,424.21,18241.03
2025-05-03,Sell,AMZN,74,436.94,32333.56
2021-03-18,Buy,TSLA,100,186.42,18642.0
2024-06-25,Dividend,GOOG,96,498.07,41.75
2025-07-11,Dividend,GOOG,20,111.92,19.1
2021-05-14,Buy,AAPL,78,129.53,10103.34
2023-05-20,Buy,GOOG,29,427.36,12393.44
2025-03-28,Dividend,AMZN,24,169.06,32.41
2024-07-08,Dividend,AAPL,9,309.7,33.4
2024-04-17,Dividend,GOOG,43,377.63,24.62
2025-02-25,Buy,MSFT,66,433.72,28625.52
2023-07-23,Buy,GOOG,75,348.55,26141.25
2025-12-09,Sell,GOOG,94,172.21,16187.74
2022-12-21,Sell,TSLA,57,156.02,8893.14
2021-01-19,Sell,GOOG,52,81.21,4222.92
2023-06-24,Buy,GOOG,19,353.03,6707.57
2023-01-02,Sell,GOOG,25,247.85,6196.25
2025-10-05,Buy,MSFT,43,238.07,10237.01
2024-09-26,Buy,MSFT,96,380.73,36550.08
2025-01-30,Buy,GOOG,67,84.04,5630.68
2024-04-27,Dividend,MSFT,50,495.92,22.79
2025-06-09,Sell,MSFT,89,275.14,24487.46
2020-12-19,Dividend,GOOG,53,80.44,46.27
2021-01-19,Buy,AAPL,30,256.45,7693.5
2025-01-08,Dividend,MSFT,14,185.5,33.71
2021-02-08,Dividend,AMZN,3,355.73,36.85
2025-09-16,Dividend,GOOG,6,106.64,35.8
2025-09-10,Sell,AAPL,95,476.95,45310.25
2021-01-07,Buy,AMZN,63,103.54,6523.02
2025-06-19,Sell,TSLA,36,181.64,6539.04
2025-06-26,Buy,AAPL,44,354.51,15598.44
2024-11-26,Sell,GOOG,29,141.88,4114.52
2022-01-16,Buy,AAPL,2,417.71,835.42
2022-11-17,Dividend,MSFT,32,298.85,24.11
2025-04-23,Sell,MSFT,40,364.07,14562.8
2025-01-01,Buy,TSLA,64,263.19,16844.16
2023-03-26,Dividend,AAPL,59,295.42,28.09
2025-08-28,Sell,AMZN,72,91.39,6580.08
2021-11-15,Buy,GOOG,98,488.08,47831.84
2021-01-14,Dividend,TSLA,8,452.94,6.91
2022-04-11,Dividend,GOOG,73,221.26,3.35
2021-07-26,Buy,AAPL,4,288.71,1154.84
2024-11-27,Sell,MSFT,66,149.96,9897.36
2021-08-04,Sell,GOOG,2,111.84,223.68
2025-06-21,Sell,GOOG,10,438.85,4388.5
2022-02-06,Dividend,AMZN,55,464.83,35.27
2022-04-16,Buy,AAPL,64,465.55,29795.2
2021-03-24,Buy,TSLA,62,167.19,10365.78
2024-06-03,Sell,AAPL,56,95.7,5359.2
2023-02-24,Sell,AMZN,4,142.72,570.88
2023-09-22,Buy,AMZN,3,190.03,570.09
2021-05-04,Buy,GOOG,87,282.4,24568.8
2021-11-22,Buy,AAPL,5,231.4,1157.0
2021-10-08,Sell,TSLA,16,136.26,2180.16
2025-12-05,Buy,AMZN,35,202.22,7077.7
2025-03-24,Buy,AMZN,51,124.48,6348.48
2022-06-14,Buy,MSFT,62,481.93,29879.66
2024-03-30,Sell,MSFT,55,424.49,23346.95
2024-01-07,Sell,TSLA,15,319.56,4793.4
2024-02-11,Buy,TSLA,54,371.32,20051.28
2021-09-19,Buy,MSFT,14,311.04,4354.56
2022-09-16,Sell,MSFT,26,474.93,12348.18
2023-05-23,Dividend,AAPL,26,118.37,38.12
2022-05-05,Sell,GOOG,22,371.92,8182.24
2022-09-12,Sell,AMZN,53,418.66,22188.98
2024-10-30,Buy,AAPL,77,129.25,9952.25
2023-03-11,Buy,MSFT,52,467.73,24321.96
2021-11-16,Sell,MSFT,75,226.64,16998.0
2022-01-11,Sell,MSFT,51,166.9,8511.9
2024-02-23,Sell,MSFT,33,159.28,5256.24
2023-10-19,Sell,AMZN,10,472.93,4729.3
2025-01-28,Sell,TSLA,78,447.37,34894.86
2024-11-13,Dividend,MSFT,3,434.99,5.27
2022-12-22,Sell,AMZN,37,312.49,11562.13
2021-10-31,Sell,AAPL,56,121.54,6806.24
2023-01-26,Buy,AMZN,3,305.49,916.47
2024-01-03,Dividend,TSLA,54,310.74,38.6
2023-04-11,Sell,MSFT,36,276.77,9963.72
2025-03-14,Sell,GOOG,79,373.81,29530.99
2023-04-21,Dividend,GOOG,91,66.21,18.59
2024-11-25,Dividend,MSFT,53,421.84,3.54
2022-11-30,Buy,MSFT,31,197.42,6120.02
2021-03-18,Sell,AMZN,57,482.12,27480.84
2023-11-21,Dividend,TSLA,96,211.84,9.46
2025-10-11,Dividend,AAPL,93,282.92,27.98
2021-04-02,Buy,AMZN,51,80.52,4106.52
2025-07-10,Dividend,MSFT,48,215.7,48.76
2025-02-06,Dividend,MSFT,95,377.74,11.81
2021-02-17,Sell,AMZN,53,165.67,8780.51
2024-07-22,Buy,MSFT,84,278.79,23418.36
2024-11-07,Buy,TSLA,4,307.09,1228.36
2022-04-11,Dividend,AAPL,38,311.82,10.79
2024-04-17,Sell,GOOG,20,347.65,6953.0
2024-12-09,Sell,GOOG,78,379.94,29635.32
2022-10-01,Buy,AAPL,33,438.11,14457.63
2025-01-19,Dividend,MSFT,17,275.91,24.22
2022-10-06,Sell,AAPL,44,330.41,14538.04
2022-12-14,Buy,MSFT,69,458.37,31627.53
2025-06-13,Dividend,MSFT,17,373.34,22.07
2025-09-01,Sell,GOOG,66,323.11,21325.26
2024-11-09,Sell,AMZN,41,105.02,4305.82
2024-01-19,Dividend,AMZN,74,493.37,42.41
2024-01-09,Sell,AAPL,87,416.09,36199.83
2024-03-26,Dividend,MSFT,40,246.12,49.96
2023-01-02,Sell,AAPL,8,247.33,1978.64
2024-08-02,Sell,TSLA,73,288.36,21050.28
2025-05-07,Sell,AMZN,71,91.63,6505.73
2022-05-10,Dividend,AAPL,1,233.39,18.33
2021-09-30,Sell,TSLA,88,96.01,8448.88
2024-09-13,Buy,MSFT,9,190.53,1714.77
2025-05-01,Buy,TSLA,72,391.91,28217.52
2023-11-03,Dividend,GOOG,89,362.06,1.06
2023-11-19,Sell,AMZN,97,241.08,23384.76
2023-01-28,Sell,AMZN,90,384.34,34590.6
2021-04-16,Dividend,MSFT,5,92.5,23.64
2021-02-27,Buy,AMZN,85,332.31,28246.35
2023-07-24,Sell,AMZN,16,277.77,4444.32
2025-07-04,Dividend,AAPL,41,141.22,31.35
2022-04-30,Buy,TSLA,14,266.47,3730.58
2024-07-01,Buy,TSLA,79,209.57,16556.03
2022-12-21,Dividend,TSLA,8,238.73,44.01
2024-07-05,Buy,AAPL,15,368.64,5529.6
2024-12-14,Sell,AAPL,29,76.77,2226.33
2023-02-21,Buy,AMZN,56,229.65,12860.4
2022-11-23,Sell,MSFT,96,120.6,11577.6
2021-01-19,Buy,TSLA,17,439.87,7477.79
2022-03-04,Buy,GOOG,39,237.7,9270.3
2023-12-09,Sell,MSFT,36,421.99,15191.64
2021-02-02,Dividend,AAPL,87,105.04,1.64
2021-12-08,Sell,AMZN,2,391.59,783.18
2024-04-27,Sell,AMZN,29,269.8,7824.2
2025-07-06,Sell,TSLA,54,475.54,25679.16
2025-08-16,Buy,GOOG,49,381.69,18702.81
2021-06-05,Buy,TSLA,70,436.54,30557.8
2025-02-22,Sell,AMZN,86,76.31,6562.66
2021-12-18,Sell,MSFT,57,131.9,7518.3
2021-11-10,Sell,AMZN,14,305.69,4279.66
2022-01-11,Buy,GOOG,48,393.06,18866.88
2021-06-09,Sell,GOOG,23,443.22,10194.06
2022-12-15,Buy,MSFT,9,147.41,1326.69
2023-06-12,Dividend,GOOG,63,479.96,1.68
2024-09-14,Buy,AAPL,73,155.9,11380.7
2023-10-27,Sell,AMZN,13,174.1,2263.3
2025-07-12,Buy,MSFT,93,149.98,13948.14
2024-10-07,Dividend,AMZN,20,97.0,48.26
2021-03-11,Dividend,GOOG,58,498.71,20.33
2025-03-01,Buy,GOOG,6,138.01,828.06
2024-12-25,Dividend,GOOG,56,288.73,32.92
2025-01-12,Dividend,TSLA,71,201.07,45.08
2021-03-10,Buy,MSFT,20,97.41,1948.2
2022-07-05,Dividend,GOOG,2,455.15,14.6
2022-10-13,Dividend,TSLA,65,353.67,2.4
2023-05-31,Buy,AMZN,42,454.25,19078.5
2023-04-12,Sell,GOOG,45,225.95,10167.75
2022-01-23,Buy,AAPL,52,325.61,16931.72
2024-04-27,Sell,TSLA,8,102.66,821.28
